"","area_fips","year","qtr","size_code","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","avg_annual_pay","annual_avg_wkly_wage","area_title","state"
"6084","C2594",2014,"A",0,"All establishment sizes",5519,68013,2405120081,35363,680,"Hilton Head Island-Bluffton-Beaufort, SC","SC"
"6085","C2594",2014,"A",0,"All establishment sizes",5519,68013,2405120081,35363,680,"Hilton Head Island-Bluffton-Port Royal, SC","SC"
"6086","C2598",2014,"A",0,"All establishment sizes",1021,18819,710997460,37781,727,"Hinesville, GA","GA"
"6087","C2614",2014,"A",0,"All establishment sizes",3074,31267,1098773562,35142,676,"Homosassa Springs, FL","FL"
"6088","C2630",2014,"A",0,"All establishment sizes",3112,36085,1190957663,33004,635,"Hot Springs, AR","AR"
"6089","C2638",2014,"A",0,"All establishment sizes",5348,98617,5294497551,53687,1032,"Houma-Thibodaux, LA","LA"
"6090","C2638",2014,"A",0,"All establishment sizes",5348,98617,5294497551,53687,1032,"Houma-Bayou Cane-Thibodaux, LA","LA"
"6091","C2642",2014,"A",0,"All establishment sizes",144287,2833968,182613352891,64437,1239,"Houston-The Woodlands-Sugar Land, TX","TX"
"6092","C2642",2014,"A",0,"All establishment sizes",144287,2833968,182613352891,64437,1239,"Houston-Pasadena-The Woodlands, TX","TX"
"6093","C2658",2014,"A",0,"All establishment sizes",8371,129017,5330136120,41313,794,"Huntington-Ashland, WV-KY-OH","OH"
"6094","C2662",2014,"A",0,"All establishment sizes",10375,204732,11032010935,53885,1036,"Huntsville, AL","AL"
"6095","C2682",2014,"A",0,"All establishment sizes",4340,58698,2280271584,38848,747,"Idaho Falls, ID","ID"
"6096","C2690",2014,"A",0,"All establishment sizes",46447,941214,44093504354,46847,901,"Indianapolis-Carmel-Anderson, IN","IN"
"6097","C2690",2014,"A",0,"All establishment sizes",46447,941214,44093504354,46847,901,"Indianapolis-Carmel-Greenwood, IN","IN"
"6098","C2698",2014,"A",0,"All establishment sizes",4745,88621,3980331356,44914,864,"Iowa City, IA","IA"
"6099","C2706",2014,"A",0,"All establishment sizes",2638,48687,2321258311,47677,917,"Ithaca, NY","NY"
"6100","C2710",2014,"A",0,"All establishment sizes",2727,56188,2424383609,43148,830,"Jackson, MI","MI"
"6101","C2714",2014,"A",0,"All establishment sizes",14305,249025,10172624633,40850,786,"Jackson, MS","MS"
"6102","C2718",2014,"A",0,"All establishment sizes",2865,62113,2392830103,38524,741,"Jackson, TN","TN"
"6103","C2726",2014,"A",0,"All establishment sizes",40598,592576,27362799646,46176,888,"Jacksonville, FL","FL"
"6104","C2734",2014,"A",0,"All establishment sizes",2876,48267,1538382105,31873,613,"Jacksonville, NC","NC"
"6105","C2750",2014,"A",0,"All establishment sizes",3173,62399,2552342872,40904,787,"Janesville-Beloit, WI","WI"
"6106","C2762",2014,"A",0,"All establishment sizes",3867,72937,2765762881,37920,729,"Jefferson City, MO","MO"
"6107","C2774",2014,"A",0,"All establishment sizes",3698,73782,2717916229,36837,708,"Johnson City, TN","TN"
"6108","C2778",2014,"A",0,"All establishment sizes",3590,53919,1945581175,36083,694,"Johnstown, PA","PA"
"6109","C2786",2014,"A",0,"All establishment sizes",3275,50982,1819634641,35692,686,"Jonesboro, AR","AR"
"6110","C2790",2014,"A",0,"All establishment sizes",4515,76397,2752641197,36031,693,"Joplin, MO","MO"
"6111","C2790",2014,"A",0,"All establishment sizes",4515,76397,2752641197,36031,693,"Joplin, MO-KS","KS"
"6112","C2798",2014,"A",0,"All establishment sizes",5768,72477,2933434901,40474,778,"Kahului-Wailuku-Lahaina, HI","HI"
"6113","C2798",2014,"A",0,"All establishment sizes",5768,72477,2933434901,40474,778,"Kahului-Wailuku, HI","HI"
"6114","C2802",2014,"A",0,"All establishment sizes",6484,134007,6039909649,45071,867,"Kalamazoo-Portage, MI","MI"
"6115","C2810",2014,"A",0,"All establishment sizes",2602,43370,1677304582,38675,744,"Kankakee, IL","IL"
"6116","C2814",2014,"A",0,"All establishment sizes",58977,974582,47787162046,49033,943,"Kansas City, MO-KS","KS"
"6117","C2842",2014,"A",0,"All establishment sizes",8662,111753,5122491279,45838,881,"Kennewick-Richland, WA","WA"
"6118","C2866",2014,"A",0,"All establishment sizes",6231,130749,5263913295,40260,774,"Killeen-Temple, TX","TX"
"6119","C2870",2014,"A",0,"All establishment sizes",6451,114593,4679720425,40838,785,"Kingsport-Bristol-Bristol, TN-VA","VA"
"6120","C2870",2014,"A",0,"All establishment sizes",6451,114593,4679720425,40838,785,"Kingsport-Bristol, TN-VA","VA"
"6121","C2874",2014,"A",0,"All establishment sizes",5174,58539,2299154695,39276,755,"Kingston, NY","NY"
"6122","C2894",2014,"A",0,"All establishment sizes",17932,355907,15915571362,44718,860,"Knoxville, TN","TN"
"6123","C2902",2014,"A",0,"All establishment sizes",1686,38483,1745395366,45355,872,"Kokomo, IN","IN"
"6124","C2910",2014,"A",0,"All establishment sizes",3281,72486,2838929978,39165,753,"La Crosse-Onalaska, WI-MN","MN"
"6125","C2918",2014,"A",0,"All establishment sizes",14463,216861,10441421267,48148,926,"Lafayette, LA","LA"
"6126","C2920",2014,"A",0,"All establishment sizes",3874,88025,3680967007,41817,804,"Lafayette-West Lafayette, IN","IN"
"6127","C2934",2014,"A",0,"All establishment sizes",4999,94342,4372986973,46353,891,"Lake Charles, LA","LA"
"6128","C2942",2014,"A",0,"All establishment sizes",3578,45707,1606602316,35150,676,"Lake Havasu City-Kingman, AZ","AZ"
"6129","C2946",2014,"A",0,"All establishment sizes",12614,197921,7620853352,38504,740,"Lakeland-Winter Haven, FL","FL"
"6130","C2954",2014,"A",0,"All establishment sizes",12845,225725,9460627499,41912,806,"Lancaster, PA","PA"
"6131","C2962",2014,"A",0,"All establishment sizes",9042,201304,9351171320,46453,893,"Lansing-East Lansing, MI","MI"
"6132","C2970",2014,"A",0,"All establishment sizes",5059,94777,3260830168,34405,662,"Laredo, TX","TX"
"6133","C2974",2014,"A",0,"All establishment sizes",4300,70732,2497451837,35309,679,"Las Cruces, NM","NM"
"6134","C2982",2014,"A",0,"All establishment sizes",51798,873804,38519136314,44082,848,"Las Vegas-Henderson-Paradise, NV","NV"
"6135","C2982",2014,"A",0,"All establishment sizes",51798,873804,38519136314,44082,848,"Las Vegas-Henderson-North Las Vegas, NV","NV"
"6136","C2994",2014,"A",0,"All establishment sizes",2881,47570,1693773389,35606,685,"Lawrence, KS","KS"
"6137","C3002",2014,"A",0,"All establishment sizes",2493,43880,1584115276,36101,694,"Lawton, OK","OK"
"6138","C3014",2014,"A",0,"All establishment sizes",2767,48858,1862343823,38118,733,"Lebanon, PA","PA"
"6139","C3030",2014,"A",0,"All establishment sizes",1884,26360,968812228,36753,707,"Lewiston, ID-WA","WA"
"6140","C3034",2014,"A",0,"All establishment sizes",2984,48507,1866456962,38478,740,"Lewiston-Auburn, ME","ME"
"6141","C3046",2014,"A",0,"All establishment sizes",14963,253836,11187637884,44074,848,"Lexington-Fayette, KY","KY"
"6142","C3062",2014,"A",0,"All establishment sizes",2487,49814,2018900991,40528,779,"Lima, OH","OH"
"6143","C3070",2014,"A",0,"All establishment sizes",10431,169090,6844014885,40476,778,"Lincoln, NE","NE"
"6144","C3078",2014,"A",0,"All establishment sizes",20811,323039,13967926433,43239,832,"Little Rock-North Little Rock-Conway, AR","AR"
"6145","C3086",2014,"A",0,"All establishment sizes",3694,53504,1748778006,32685,629,"Logan, UT-ID","ID"
"6146","C3098",2014,"A",0,"All establishment sizes",5588,100375,4535090373,45182,869,"Longview, TX","TX"
"6147","C3102",2014,"A",0,"All establishment sizes",3172,36843,1609132098,43675,840,"Longview, WA","WA"
"6148","C3102",2014,"A",0,"All establishment sizes",3172,36843,1609132098,43675,840,"Longview-Kelso, WA","WA"
"6149","C3108",2014,"A",0,"All establishment sizes",545643,5626810,318966262378,56687,1090,"Los Angeles-Long Beach-Anaheim, CA","CA"
"6150","C3114",2014,"A",0,"All establishment sizes",34847,598098,27295448277,45637,878,"Louisville-Jefferson County, KY-IN","IN"
"6151","C3118",2014,"A",0,"All establishment sizes",7710,134053,5292408810,39480,759,"Lubbock, TX","TX"
"6152","C3134",2014,"A",0,"All establishment sizes",6785,98025,3847268426,39248,755,"Lynchburg, VA","VA"
"6153","C3142",2014,"A",0,"All establishment sizes",5666,95734,3700819172,38657,743,"Macon, GA","GA"
"6154","C3142",2014,"A",0,"All establishment sizes",5666,95734,3700819172,38657,743,"Macon-Bibb County, GA","GA"
"6155","C3146",2014,"A",0,"All establishment sizes",3947,48360,1813811918,37507,721,"Madera, CA","CA"
"6156","C3154",2014,"A",0,"All establishment sizes",17025,360408,17377139539,48215,927,"Madison, WI","WI"
"6157","C3170",2014,"A",0,"All establishment sizes",12077,193564,11000374257,56831,1093,"Manchester-Nashua, NH","NH"
"6158","C3174",2014,"A",0,"All establishment sizes",2263,38248,1391205790,36373,699,"Manhattan, KS","KS"
"6159","C3186",2014,"A",0,"All establishment sizes",2623,52175,2021728973,38749,745,"Mankato-North Mankato, MN","MN"
"6160","C3186",2014,"A",0,"All establishment sizes",2623,52175,2021728973,38749,745,"Mankato, MN","MN"
"6161","C3190",2014,"A",0,"All establishment sizes",2757,50881,1802331013,35422,681,"Mansfield, OH","OH"
"6162","C3258",2014,"A",0,"All establishment sizes",11878,239524,7663737661,31996,615,"McAllen-Edinburg-Mission, TX","TX"
"6163","C3278",2014,"A",0,"All establishment sizes",6683,79724,3030602057,38013,731,"Medford, OR","OR"
"6164","C3282",2014,"A",0,"All establishment sizes",25997,584331,28209975111,48277,928,"Memphis, TN-MS-AR","AR"
"6165","C3290",2014,"A",0,"All establishment sizes",5851,74370,2740525447,36850,709,"Merced, CA","CA"
"6166","C3310",2014,"A",0,"All establishment sizes",211792,2330071,113039358792,48513,933,"Miami-Fort Lauderdale-West Palm Beach, FL","FL"
"6167","C3314",2014,"A",0,"All establishment sizes",2329,40651,1509485642,37133,714,"Michigan City-La Porte, IN","IN"
"6168","C3322",2014,"A",0,"All establishment sizes",2195,36489,2035829555,55793,1073,"Midland, MI","MI"
"6169","C3326",2014,"A",0,"All establishment sizes",5529,92889,6334306036,68192,1311,"Midland, TX","TX"
"6170","C3334",2014,"A",0,"All establishment sizes",42516,801212,39182517699,48904,940,"Milwaukee-Waukesha-West Allis, WI","WI"
"6171","C3334",2014,"A",0,"All establishment sizes",42516,801212,39182517699,48904,940,"Milwaukee-Waukesha, WI","WI"
"6172","C3346",2014,"A",0,"All establishment sizes",91470,1796658,101230858616,56344,1084,"Minneapolis-St. Paul-Bloomington, MN-WI","WI"
"6173","C3354",2014,"A",0,"All establishment sizes",4667,56346,2083723778,36981,711,"Missoula, MT","MT"
"6174","C3366",2014,"A",0,"All establishment sizes",9543,165758,7217413021,43542,837,"Mobile, AL","AL"
"6175","C3370",2014,"A",0,"All establishment sizes",14277,172907,7198779149,41634,801,"Modesto, CA","CA"
"6176","C3374",2014,"A",0,"All establishment sizes",4994,75122,2772024971,36900,710,"Monroe, LA","LA"
"6177","C3378",2014,"A",0,"All establishment sizes",2249,40681,1841214148,45260,870,"Monroe, MI","MI"
"6178","C3386",2014,"A",0,"All establishment sizes",8566,160009,6580427610,41125,791,"Montgomery, AL","AL"
"6179","C3406",2014,"A",0,"All establishment sizes",3238,61412,2754888162,44859,863,"Morgantown, WV","WV"
"6180","C3410",2014,"A",0,"All establishment sizes",1937,41345,1541660206,37288,717,"Morristown, TN","TN"
"6181","C3458",2014,"A",0,"All establishment sizes",4099,48300,1996003399,41325,795,"Mount Vernon-Anacortes, WA","WA"
"6182","C3462",2014,"A",0,"All establishment sizes",2212,44354,1615426756,36421,700,"Muncie, IN","IN"
"6183","C3474",2014,"A",0,"All establishment sizes",2974,61477,2428981098,39511,760,"Muskegon, MI","MI"
"6184","C3474",2014,"A",0,"All establishment sizes",2974,61477,2428981098,39511,760,"Muskegon-Norton Shores, MI","MI"
"6185","C3482",2014,"A",0,"All establishment sizes",10479,144712,4512654162,31184,600,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC","NC"
"6186","C3482",2014,"A",0,"All establishment sizes",10479,144712,4512654162,31184,600,"Myrtle Beach-Conway-North Myrtle Beach, SC","SC"
"6187","C3490",2014,"A",0,"All establishment sizes",5465,72568,3496974081,48189,927,"Napa, CA","CA"
"6188","C3494",2014,"A",0,"All establishment sizes",12584,128883,5662289653,43934,845,"Naples-Immokalee-Marco Island, FL","FL"
"6189","C3494",2014,"A",0,"All establishment sizes",12584,128883,5662289653,43934,845,"Naples-Marco Island, FL","FL"
"6190","C3498",2014,"A",0,"All establishment sizes",42558,848381,41851723477,49331,949,"Nashville-Davidson--Murfreesboro--Franklin, TN","TN"
"6191","C3510",2014,"A",0,"All establishment sizes",2814,42961,1664340100,38740,745,"New Bern, NC","NC"
"6192","C3530",2014,"A",0,"All establishment sizes",22986,359107,19074691824,53117,1021,"New Haven-Milford, CT","CT"
"6193","C3530",2014,"A",0,"All establishment sizes",22986,359107,19074691824,53117,1021,"New Haven, CT","CT"
"6194","C3538",2014,"A",0,"All establishment sizes",35953,537229,26025313042,48444,932,"New Orleans-Metairie, LA","LA"
"6195","C3562",2014,"A",0,"All establishment sizes",613073,8738414,622497323111,71237,1370,"New York-Newark-Jersey City, NY-NJ-PA","PA"
"6196","C3562",2014,"A",0,"All establishment sizes",613073,8738414,622497323111,71237,1370,"New York-Newark-Jersey City, NY-NJ","NJ"
"6197","C3566",2014,"A",0,"All establishment sizes",3602,60312,2675633629,44364,853,"Niles-Benton Harbor, MI","MI"
"6198","C3566",2014,"A",0,"All establishment sizes",3602,60312,2675633629,44364,853,"Niles, MI","MI"
"6199","C3584",2014,"A",0,"All establishment sizes",24931,262528,10518243031,40065,770,"North Port-Sarasota-Bradenton, FL","FL"
"6200","C3584",2014,"A",0,"All establishment sizes",24931,262528,10518243031,40065,770,"North Port-Bradenton-Sarasota, FL","FL"
"6201","C3598",2014,"A",0,"All establishment sizes",7052,121317,6188818918,51014,981,"Norwich-New London, CT","CT"
"6202","C3598",2014,"A",0,"All establishment sizes",7052,121317,6188818918,51014,981,"Norwich-New London-Willimantic, CT","CT"
"6203","C3610",2014,"A",0,"All establishment sizes",8070,94510,3289941377,34811,669,"Ocala, FL","FL"
"6204","C3614",2014,"A",0,"All establishment sizes",3839,40286,1420981150,35272,678,"Ocean City, NJ","NJ"
"6205","C3622",2014,"A",0,"All establishment sizes",3834,76224,4409612395,57851,1113,"Odessa, TX","TX"
"6206","C3626",2014,"A",0,"All establishment sizes",14818,228807,8863797987,38739,745,"Ogden-Clearfield, UT","UT"
"6207","C3626",2014,"A",0,"All establishment sizes",14818,228807,8863797987,38739,745,"Ogden, UT","UT"
"6208","C3642",2014,"A",0,"All establishment sizes",37674,589282,27315276717,46354,891,"Oklahoma City, OK","OK"
"6209","C3650",2014,"A",0,"All establishment sizes",8011,103078,4630809973,44926,864,"Olympia-Tumwater, WA","WA"
"6210","C3650",2014,"A",0,"All establishment sizes",8011,103078,4630809973,44926,864,"Olympia-Lacey-Tumwater, WA","WA"
"6211","C3654",2014,"A",0,"All establishment sizes",27292,458224,20472781900,44679,859,"Omaha-Council Bluffs, NE-IA","IA"
"6212","C3654",2014,"A",0,"All establishment sizes",27292,458224,20472781900,44679,859,"Omaha, NE-IA","IA"
"6213","C3674",2014,"A",0,"All establishment sizes",66170,1066643,45325195946,42493,817,"Orlando-Kissimmee-Sanford, FL","FL"
"6214","C3678",2014,"A",0,"All establishment sizes",3517,89668,4242415502,47312,910,"Oshkosh-Neenah, WI","WI"
"6215","C3698",2014,"A",0,"All establishment sizes",3304,50644,2017658052,39840,766,"Owensboro, KY","KY"
"6216","C3710",2014,"A",0,"All establishment sizes",24631,313766,16280065957,51886,998,"Oxnard-Thousand Oaks-Ventura, CA","CA"
"6217","C3734",2014,"A",0,"All establishment sizes",14811,189748,8440684134,44484,855,"Palm Bay-Melbourne-Titusville, FL","FL"
"6218","C3746",2014,"A",0,"All establishment sizes",5865,77538,2846169450,36707,706,"Panama City, FL","FL"
"6219","C3746",2014,"A",0,"All establishment sizes",5865,77538,2846169450,36707,706,"Panama City-Panama City Beach, FL","FL"
"6220","C3762",2014,"A",0,"All establishment sizes",2374,38328,1442845390,37644,724,"Parkersburg-Vienna, WV","WV"
"6221","C3786",2014,"A",0,"All establishment sizes",11370,157519,6016502696,38195,735,"Pensacola-Ferry Pass-Brent, FL","FL"
"6222","C3790",2014,"A",0,"All establishment sizes",8996,173651,8811510385,50743,976,"Peoria, IL","IL"
"6223","C3798",2014,"A",0,"All establishment sizes",159432,2641838,152114609028,57579,1107,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","MD"
"6224","C3806",2014,"A",0,"All establishment sizes",96405,1812629,88887275906,49038,943,"Phoenix-Mesa-Scottsdale, AZ","AZ"
"6225","C3806",2014,"A",0,"All establishment sizes",96405,1812629,88887275906,49038,943,"Phoenix-Mesa-Chandler, AZ","AZ"
"6226","C3822",2014,"A",0,"All establishment sizes",2625,32371,1222229509,37757,726,"Pine Bluff, AR","AR"
"6227","C3830",2014,"A",0,"All establishment sizes",62390,1097242,55919154848,50963,980,"Pittsburgh, PA","PA"
"6228","C3834",2014,"A",0,"All establishment sizes",4927,61017,2569168535,42106,810,"Pittsfield, MA","MA"
"6229","C3854",2014,"A",0,"All establishment sizes",2189,31855,1049386476,32943,634,"Pocatello, ID","ID"
"6230","C3886",2014,"A",0,"All establishment sizes",20317,255948,11371455965,44429,854,"Portland-South Portland, ME","ME"
"6231","C3890",2014,"A",0,"All establishment sizes",79108,1060934,55611254800,52417,1008,"Portland-Vancouver-Hillsboro, OR-WA","WA"
"6232","C3894",2014,"A",0,"All establishment sizes",11938,127700,4824909960,37783,727,"Port St. Lucie, FL","FL"
"6233","C3914",2014,"A",0,"All establishment sizes",5236,57593,2071099637,35961,692,"Prescott, AZ","AZ"
"6234","C3930",2014,"A",0,"All establishment sizes",48260,672421,32185423823,47865,920,"Providence-Warwick, RI-MA","MA"
"6235","C3934",2014,"A",0,"All establishment sizes",14071,198420,7930528759,39968,769,"Provo-Orem, UT","UT"
"6236","C3934",2014,"A",0,"All establishment sizes",14071,198420,7930528759,39968,769,"Provo-Orem-Lehi, UT","UT"
"6237","C3938",2014,"A",0,"All establishment sizes",3074,57560,2239163555,38901,748,"Pueblo, CO","CO"
"6238","C3946",2014,"A",0,"All establishment sizes",4357,43257,1494945120,34559,665,"Punta Gorda, FL","FL"
"6239","C3954",2014,"A",0,"All establishment sizes",3963,73358,3313734290,45172,869,"Racine, WI","WI"
"6240","C3954",2014,"A",0,"All establishment sizes",3963,73358,3313734290,45172,869,"Racine-Mount Pleasant, WI","WI"
"6241","C3958",2014,"A",0,"All establishment sizes",34781,545855,26886473966,49256,947,"Raleigh, NC","NC"
"6242","C3958",2014,"A",0,"All establishment sizes",34781,545855,26886473966,49256,947,"Raleigh-Cary, NC","NC"
"6243","C3966",2014,"A",0,"All establishment sizes",5369,64548,2400554095,37190,715,"Rapid City, SD","SD"
"6244","C3974",2014,"A",0,"All establishment sizes",8805,166811,7601245933,45568,876,"Reading, PA","PA"
"6245","C3982",2014,"A",0,"All establishment sizes",6499,61657,2379867954,38599,742,"Redding, CA","CA"
"6246","C3990",2014,"A",0,"All establishment sizes",14116,198920,8939336225,44939,864,"Reno, NV","NV"
"6247","C4006",2014,"A",0,"All establishment sizes",35313,597267,29256157229,48983,942,"Richmond, VA","VA"
"6248","C4014",2014,"A",0,"All establishment sizes",103779,1285058,52975930933,41225,793,"Riverside-San Bernardino-Ontario, CA","CA"
"6249","C4022",2014,"A",0,"All establishment sizes",8661,149517,6046448827,40440,778,"Roanoke, VA","VA"
"6250","C4034",2014,"A",0,"All establishment sizes",5064,110915,5670662551,51126,983,"Rochester, MN","MN"
"6251","C4038",2014,"A",0,"All establishment sizes",26511,495733,22639434568,45669,878,"Rochester, NY","NY"
"6252","C4042",2014,"A",0,"All establishment sizes",7926,142867,6135128173,42943,826,"Rockford, IL","IL"
"6253","C4058",2014,"A",0,"All establishment sizes",3140,57134,2044812911,35790,688,"Rocky Mount, NC","NC"
"6254","C4066",2014,"A",0,"All establishment sizes",2129,37776,1473133855,38997,750,"Rome, GA","GA"
"6255","C4090",2014,"A",0,"All establishment sizes",74367,898850,48138541802,53556,1030,"Sacramento--Roseville--Arden-Arcade, CA","CA"
"6256","C4090",2014,"A",0,"All establishment sizes",74367,898850,48138541802,53556,1030,"Sacramento-Roseville-Folsom, CA","CA"
"6257","C4098",2014,"A",0,"All establishment sizes",4062,83081,3394051219,40852,786,"Saginaw, MI","MI"
"6258","C4106",2014,"A",0,"All establishment sizes",5190,100474,4030917779,40119,772,"St. Cloud, MN","MN"
"6259","C4110",2014,"A",0,"All establishment sizes",4929,53720,1697508539,31599,608,"St. George, UT","UT"
"6260","C4114",2014,"A",0,"All establishment sizes",3349,54720,2113723999,38628,743,"St. Joseph, MO-KS","KS"
"6261","C4118",2014,"A",0,"All establishment sizes",77732,1266891,61858574227,48827,939,"St. Louis, MO-IL","IL"
"6262","C4142",2014,"A",0,"All establishment sizes",11230,157667,6208731683,39379,757,"Salem, OR","OR"
"6263","C4150",2014,"A",0,"All establishment sizes",12838,180247,7665170640,42526,818,"Salinas, CA","CA"
"6264","C4154",2014,"A",0,"All establishment sizes",11277,145936,5336684701,36569,703,"Salisbury, MD-DE","DE"
"6265","C4154",2014,"A",0,"All establishment sizes",11277,145936,5336684701,36569,703,"Salisbury, MD","MD"
"6266","C4162",2014,"A",0,"All establishment sizes",41455,638444,30752828911,48168,926,"Salt Lake City, UT","UT"
"6267","C4162",2014,"A",0,"All establishment sizes",41455,638444,30752828911,48168,926,"Salt Lake City-Murray, UT","UT"
"6268","C4166",2014,"A",0,"All establishment sizes",3022,47422,1872619423,39488,759,"San Angelo, TX","TX"
"6269","C4170",2014,"A",0,"All establishment sizes",46271,917480,41132678653,44832,862,"San Antonio-New Braunfels, TX","TX"
"6270","C4174",2014,"A",0,"All establishment sizes",99422,1332960,75393332635,56561,1088,"San Diego-Carlsbad, CA","CA"
"6271","C4174",2014,"A",0,"All establishment sizes",99422,1332960,75393332635,56561,1088,"San Diego-Chula Vista-Carlsbad, CA","CA"
"6272","C4186",2014,"A",0,"All establishment sizes",180897,2160811,170372261082,78846,1516,"San Francisco-Oakland-Hayward, CA","CA"
"6273","C4186",2014,"A",0,"All establishment sizes",180897,2160811,170372261082,78846,1516,"San Francisco-Oakland-Fremont, CA","CA"
"6274","C4194",2014,"A",0,"All establishment sizes",66760,989569,103260995123,104349,2007,"San Jose-Sunnyvale-Santa Clara, CA","CA"
"6275","C4202",2014,"A",0,"All establishment sizes",9699,110345,4563449664,41356,795,"San Luis Obispo-Paso Robles-Arroyo Grande, CA","CA"
"6276","C4202",2014,"A",0,"All establishment sizes",9699,110345,4563449664,41356,795,"San Luis Obispo-Paso Robles, CA","CA"
"6277","C4210",2014,"A",0,"All establishment sizes",9104,97732,4364055235,44653,859,"Santa Cruz-Watsonville, CA","CA"
"6278","C4214",2014,"A",0,"All establishment sizes",5475,60426,2582193572,42733,822,"Santa Fe, NM","NM"
"6279","C4220",2014,"A",0,"All establishment sizes",14484,190544,9109761784,47809,919,"Santa Maria-Santa Barbara, CA","CA"
"6280","C4222",2014,"A",0,"All establishment sizes",18796,191686,8899701474,46428,893,"Santa Rosa, CA","CA"
"6281","C4222",2014,"A",0,"All establishment sizes",18796,191686,8899701474,46428,893,"Santa Rosa-Petaluma, CA","CA"
"6282","C4234",2014,"A",0,"All establishment sizes",9599,155519,6578304099,42299,813,"Savannah, GA","GA"
"6283","C4254",2014,"A",0,"All establishment sizes",14019,248289,9759636955,39308,756,"Scranton--Wilkes-Barre--Hazleton, PA","PA"
"6284","C4254",2014,"A",0,"All establishment sizes",14019,248289,9759636955,39308,756,"Scranton--Wilkes-Barre, PA","PA"
"6285","C4266",2014,"A",0,"All establishment sizes",129146,1783267,114818335828,64386,1238,"Seattle-Tacoma-Bellevue, WA","WA"
"6286","C4268",2014,"A",0,"All establishment sizes",4847,47785,1851881803,38754,745,"Sebastian-Vero Beach, FL","FL"
"6287","C4268",2014,"A",0,"All establishment sizes",4847,47785,1851881803,38754,745,"Sebastian-Vero Beach-West Vero Corridor, FL","FL"
"6288","C4270",2014,"A",0,"All establishment sizes",2272,26439,827107016,31284,602,"Sebring, FL","FL"
"6289","C4310",2014,"A",0,"All establishment sizes",2684,58613,2539989224,43335,833,"Sheboygan, WI","WI"
"6290","C4330",2014,"A",0,"All establishment sizes",2840,43820,1741731394,39748,764,"Sherman-Denison, TX","TX"
"6291","C4334",2014,"A",0,"All establishment sizes",11298,178841,7160947128,40041,770,"Shreveport-Bossier City, LA","LA"
"6292","C4342",2014,"A",0,"All establishment sizes",2276,34824,1458494389,41882,805,"Sierra Vista-Douglas, AZ","AZ"
"6293","C4358",2014,"A",0,"All establishment sizes",5416,86722,3404778420,39261,755,"Sioux City, IA-NE-SD","SD"
"6294","C4362",2014,"A",0,"All establishment sizes",8995,143185,6176785492,43139,830,"Sioux Falls, SD","SD"
"6295","C4362",2014,"A",0,"All establishment sizes",8995,143185,6176785492,43139,830,"Sioux Falls, SD-MN","MN"
"6296","C4378",2014,"A",0,"All establishment sizes",6470,125936,5056292723,40150,772,"South Bend-Mishawaka, IN-MI","MI"
"6297","C4390",2014,"A",0,"All establishment sizes",6347,130615,5550362340,42494,817,"Spartanburg, SC","SC"
"6298","C4406",2014,"A",0,"All establishment sizes",17731,218293,9240770130,42332,814,"Spokane-Spokane Valley, WA","WA"
"6299","C4410",2014,"A",0,"All establishment sizes",5705,130586,6685260250,51194,985,"Springfield, IL","IL"
"6300","C4414",2014,"A",0,"All establishment sizes",21144,261797,11981352152,45766,880,"Springfield, MA","MA"
"6301","C4418",2014,"A",0,"All establishment sizes",11490,190409,7027189103,36906,710,"Springfield, MO","MO"
"6302","C4422",2014,"A",0,"All establishment sizes",2528,48930,1755025393,35868,690,"Springfield, OH","OH"
"6303","C4430",2014,"A",0,"All establishment sizes",3438,67128,3043840571,45344,872,"State College, PA","PA"
"6304","C4442",2014,"A",0,"All establishment sizes",3100,46421,1739079770,37463,720,"Staunton-Waynesboro, VA","VA"
"6305","C4442",2014,"A",0,"All establishment sizes",3100,46421,1739079770,37463,720,"Staunton-Stuarts Draft, VA","VA"
"6306","C4470",2014,"A",0,"All establishment sizes",16631,217755,9058024661,41597,800,"Stockton-Lodi, CA","CA"
"6307","C4494",2014,"A",0,"All establishment sizes",2001,36346,1272442447,35009,673,"Sumter, SC","SC"
"6308","C4506",2014,"A",0,"All establishment sizes",17057,295136,13331388216,45170,869,"Syracuse, NY","NY"
"6309","C4522",2014,"A",0,"All establishment sizes",9908,161556,6470291876,40050,770,"Tallahassee, FL","FL"
"6310","C4530",2014,"A",0,"All establishment sizes",84654,1159350,52716421090,45471,874,"Tampa-St. Petersburg-Clearwater, FL","FL"
"6311","C4546",2014,"A",0,"All establishment sizes",3591,66846,2466424368,36897,710,"Terre Haute, IN","IN"
"6312","C4550",2014,"A",0,"All establishment sizes",3425,56914,2138807820,37579,723,"Texarkana, TX-AR","AR"
"6313","C4554",2014,"A",0,"All establishment sizes",1621,25252,932584671,36931,710,"The Villages, FL","FL"
"6314","C4578",2014,"A",0,"All establishment sizes",13971,283694,12315732655,43412,835,"Toledo, OH","OH"
"6315","C4582",2014,"A",0,"All establishment sizes",5934,109001,4396935561,40338,776,"Topeka, KS","KS"
"6316","C4594",2014,"A",0,"All establishment sizes",10785,235152,15953551201,67844,1305,"Trenton, NJ","NJ"
"6317","C4594",2014,"A",0,"All establishment sizes",10785,235152,15953551201,67844,1305,"Trenton-Princeton, NJ","NJ"
